Name,Type,One Liner,Industry,Website,Description,Business Model,Technology,Customer,Pain Point,Value Chain,Theme,Focus Area,Opportunity Space,Founded,Employees,Country,City,Location,Funded,Funding Stage,Latest Funding Date,Latest Funding (USD),Total Funding (USD),Maturity,Fast Growth (Y/N),Relevance,Inc. Radar,Hero,Comments,,,Old or New,Validated?
Aura Wireless,,Software defined antenna provider,Telecomm,https://ultraseecorp.com/,"Aura Wireless provides software-defined antenna to wireless service providers. It provides Apogee- proprietary firmware that enables the autonomous operation of the various antenna features and communication with a cloud platform. Its product features include sectorization, active filters, beamforming, embedded low noise amplifier, embedded digital compass. It also offers design, RF planning, and testing services.",,,,,,,,,2016,,USA,Saint Petersburg,,No,Unfunded,,,,Mature,,,,,,Data & AI,5G Connectivity,Old,
Aurelia Turbines,,Small gas turbine manufacturer,Energy,,,,,,,,,,,2013,,Finland,Lappeenranta,,No,Series A,,,"4,519,250",Emerging,,,,,,Fuel & Efficiency,Energy Efficiency & Storage,Old,
Avancargo,,Online marketplace for trucks,Logistics,https://avancargo.com/index.html,Avancargo provides an online marketplace to connect shippers and carriers. Shippers can use the application for requesting a truck with idle capacity near customer's location. It claims to provide verified carriers on the platform with real-time tracking. Avancargo provides services in  Argentina as of January 2017.,,,,,,,,,2016,,Argentina,Buenos Aires,,Yes,Seed,,,"1,000,000",Mature,,,,,,Data & AI,Fleet Utilization,Old,
Avantida,,Online booking platform for ocean shipping,Maritime,https://www.avantida.com,Avantida provides an online platform for booking containers for ocean shipping. It partners with ocean carriers to provide container shipping services. Customers can use the platform by choosing from listed carriers and locations and book freight transport online and get a confirmation.,,,,,,,,,2012,,Belgium,Antwerp,,No,Acquired,,,,Emerging,,,,,,Business Model Innovation,Freight Orchestration,Old,
Awake,,AI-enabled collaborative platform for automated port and shipping operations,Maritime,https://awake.ai/,Awake is an AI-enabled collaborative platform for port and shipping operations. The solution allows for collaboration between ports & ships and optimizes operations in order to enable autonomous ships to call at ports. Also provides APIs and incorporates predictive analytics & cargo flow management.,,,,,,,,,2017,,Finland,Turku,,No,Unfunded,,,,Nascent,,,,,,Data & AI,Port-Side Analytics,Old,
Ayla Networks,,A platform for hosting connected devices,,https://www.aylanetworks.com/,"Provides a platform to connect devices to the internet and deploy them. Their embedded agents help connect devices to the Ayla Cloud Services, where user can monitor and manage these devices. Also gives developer portal and application libraries to create apps to control these devices. Additionally, the company provides a virtualization engine that enables to create digital twins of physical devices and lay the foundation for device management at IoT scale.",,,,,,,,,2010,,USA,Sunnyvale,,Yes,Series D,,,"124,000,000",,,,,,,Smart Ports,Digital twin of port,Old,
B.L. Duke River Terminal,,Provides tools and technology solutions for port operations,Maritime,https://www.blduketransport.com,"Duke river transport provides tools and technology solutions for port operations. The company provides supply chain solutions like barge services, GPS tracking, transporting, transloading, warehousing, and final mile logistics.",,,,,,,,,2018,,USA,Joliet,,No,Unfunded,,,,Nascent,,,,,,Business Model Innovation,Switching Transport Mode,Old,
Banyan Mercantile,,Online freight transportation auction marketplace,Maritime,https://banyan.one/,Banyan Mercantile is an online freight transportation auction marketplace. It connects carriers and shippers and uses transparent fixed cost auction. Loads are posted and carriers bid for them. It allows carriers and shippers to build their profiles and market themselves towards new freight contracting partners. They are notified of the winning auctions.  Its clients include Cardinal Ventures and Sandbox.,,,,,,,,,2018,,,,,Yes,Funded,,,,Emerging,,,,,,Business Model Innovation,Freight Orchestration,Old,
Bare Conductive,,,,www.bareconductive.com,"Adding sensor intelligence to almost any surface, space or material. through conductive paint",,,,,,,,,,,,,,,,,,,,,,,,,,,Old,
Bart Digital,,,Agriculutre,https://www.bartdigital.com.br/,Bart.Digital aims to use blockchain and digital certification to bring transparency to the agriculture market.,,,,,,,,,,,,,,,,,,,,,,,,,,,Old,
baselabs,,Software for data fusion of multiple sensors in ADAS ( Advanced drive assist systems),,http://www.baselabs.de/,"Baselabs offers an innovative software solution for developing advanced driver assistance systems. Baselabs’ software suite and its services allow increasing its customers’ efficiency in the automotive industry and the performance of driver assistance systems. It provides data fusion in multiple sensor scenarios. Customers are leading OEMs, tier 1 and tier 2 suppliers.",,,,,,,,,2012,,Germany,Chemnitz,,,Seed,,,,,,,,,,Supply chain optimisation,In-land infrastructure development,Old,
Basincommerce,,Connects 3PL providers and shippers(waterways),Maritime,https://www.basincommerce.com,"Partners with 3PL providers who want to move bulk freight (less time sensitive) by using partner shippers operating domestic US waterway network. Claims lower transportation costs as compared to rail/road transportation, risk management, diverse route options, 82% coverage of US geography. For shippers, Basincommerce provides new business opportunities through the network. Has a transload and warehouse facility at Southern Minnesota River Terminal.",,,,,,,,,2015,,USA,Excelsior,,No,Unfunded,,,,Emerging,,,,,,Business Model Innovation,Switching Transport Mode,Old,
Batan,Startup,Decentralized network to trade emission allowances and carbon credits,Blockchain,https://www.cryptoleaf.io,"Batan is a decentralised peer-to-peer network which allows individuals and companies to transmit, track and store carbon off-sets. Companies can distribute batan to their customers over the internet or by embedding it into their products and services with QR codes and bar codes. These units are backed by a basket of cancelled emissions allowances and retired carbon credits from the world’s major emissions trading schemes, the basket represents global emissions market, in proportion to the relative size of each market. By purchasing and owning batans, users are supporting all of the major emissions reductions schemes around the world. They claim that their operations are verified by a global leader in certification, and an advisory board of well-known environmentalists and leading carbon experts advise on the composition of its basket.",,,,,,Decarbonisation,Emission Trading,,2014,,England,London,Europe,No,Unfunded,,,,Emerging,,,TRUE,,,"Carbon CS, offsetting & trading",CO2 Trading/Offsetting/Exchange,Old,
Beacon,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,Old,
BEATRIX,Startup,Decentralized platform for Energy and telecommunications distribution,Energy,https://www.greenisland.technology,"BEATRIX is a decentralized platform for Energy and telecommunications distribution. Provides communication peer to peer user interactive platform for consumers, investors and traders. RIX token is used for making payments for electricity and telecommunications. Transactions are secured via smart contract technology.",,,,,,Digital Trading,Online Marketplace,,2017,,Germany,Frankfurt Am Main,Europe,No,Unfunded,,,,Emerging,,,TRUE,,,CO2 Transparency,Blockchain For CO2 Provenance,Old,
Beijing Boxin Technology Co,,Online marketplace for containerized freight transportation services,Logistics,https://xiang.xin,"Beijing Boxin Technology (xiang.xin) is an online marketplace for containerized freight transportation services in China. The platform connects shippers/loads with operators, enabling shippers to search, compare and book container transportation services form multiple operators. Features include real-time pricing, online payments, real-time load tracking, and more. Additionally, the platform also offers an integrated order management systems for vendors.",,,,,,,,,2015,,China,Chaoyang,,Yes,Seed,,,"1,577,428",Mature,,,,,,Data & AI,Fleet Utilization,Old,
Beijing Hydrogen Technology,,Developer of platinum electrode fuel cells,Fuel Cells,,,,,,,,,,,2010,,China,Beijing,,No,Series A,,,,Mature,,,,,,Fuel & Efficiency,New Fuel Types,Old,
Beijing Rongxing Technology,Startup,Blockchain and AI-based Energy intelligence solutions,Blockchain,https://www.mixislink.com,"Mixislink Energy solution is a provider of Energy intelligence solutions. Solutions aim to provide Energy users and suppliers with data products and solutions which are based on blockchain and AI technology. Solutions provided include green Energy trading, hydrogen Energy control, UAV inspection and maintenance, integrated Energy management platform, and intelligent microgrid systems. Products offered help with providing big data solutions and IoT products.",,,,,,Decarbonisation,Emission Reduction Advisory,,2016,,China,Wuhan,Global,Yes,Seed,,,"2,272,110",Nascent,,,TRUE,,,CO2 Transparency,CO2 Tracking,Old,
Best Freight Rate,,Online freight brokerage services,Maritime,http://bestfreightrate.com/,"Best Freight Rate is an online freight broker. Users can enter the pickup and drop off locations, type of freight service required and any other relevant information on the web platform. The company then provides them with instant quotes for freight forwarding. The company also provides transport management system which allows shippers to compare rates and service level of listed carriers, and also provides additional facilities like additional insurance and claims facility, information regarding maximum cargo liability for carriers etc.",,,,,,,,,1987,,USA,Anaheim,,No,Unfunded,,,,Mature,,,,,,Business Model Innovation,Freight Orchestration,Old,
